"X1st","Median","X3rd"
0.174019613220434,0.0934449257790908,0.0353162505798765
0.180367636545416,0.0971506374825552,0.0373068607578231
0.176288197556501,0.0955715174553624,0.037645701867879
0.177463688889056,0.095366281770329,0.0351711208366905
0.172991985499198,0.0929712517198208,0.0345034600771155
0.17756029417909,0.0978630220861474,0.0368122370856552
0.172512456642593,0.0934355607629974,0.0359923681468822
0.175420349618916,0.096701893365469,0.0365918162351294
0.175897519706951,0.0956782491427446,0.0353750959587688
0.176391025267733,0.0949736342230922,0.0353052793049386
0.173088278927199,0.0947344540736421,0.0363703877986132
0.173506314534762,0.0945850652849183,0.0355241935551794
0.171142901023194,0.0936588595182023,0.036864755369086
0.175226488348207,0.0975810731129475,0.0373254581407912
0.176461778289493,0.0966717626855412,0.0374374449574632
0.17390636020227,0.0959943103100295,0.0381881201100836
0.173546157879527,0.0956123439461323,0.0368962636565201
0.177025494139386,0.0964579260255852,0.0374946022508963
0.17362066555231,0.0939799679743431,0.0361794604239157
0.17252425087424,0.0926663861507578,0.0349260402204923
0.173209367797316,0.0926697710960017,0.0350900501911748
0.177518539340687,0.0969349144324553,0.0370306078917411
0.174423400711809,0.0978054673899584,0.0389411593434077
0.1733996229302,0.0925560344329493,0.0335240660327344
0.177530414800362,0.0979672000390945,0.0379777910250584
0.17347841486696,0.0956823018676025,0.0381670882272487
0.178089385973608,0.0990458181647002,0.0406498875177658
0.176160913446737,0.097384035338682,0.0370472303180225
0.170476871902692,0.0935830074191233,0.0353325901048853
0.173537129086345,0.0967906742867152,0.0382216786601877
